Date,Name,Expense,Amount
2024-02-20,Salary Deposit,Income,126.4
2022-12-01,Misc Income,Income,902.03
2023-05-12,Phone Company,Expense,233.41
2024-10-10,Salary Deposit,Income,743.61
2023-12-21,Salary Deposit,Income,126.28
2023-06-01,Best Buy,Expense,622.61
2023-08-08,Walmart,Expense,304.1
2022-06-03,Health Insurance,Expense,52.92
2023-05-31,Salary Deposit,Income,177.73
2024-08-21,Salary Deposit,Income,296.53
2024-10-30,Salary Deposit,Income,83.96
2024-02-07,Car Insurance,Expense,344.59
2024-03-25,Misc Income,Income,289.39
2024-05-19,Target,Expense,81.59
2024-01-06,Salary Deposit,Income,902.47
2024-04-10,Shell Gas,Expense,944.05
2024-01-12,Salary Deposit,Income,9.01
2022-12-08,Salary Deposit,Income,371.0
2022-12-30,Misc Income,Income,800.46
2022-06-22,Walgreens,Expense,931.7
2022-08-16,Misc Income,Income,266.82
2023-10-07,Salary Deposit,Income,548.0
2022-02-03,Salary Deposit,Income,862.1
2022-11-05,Salary Deposit,Income,68.06
2023-06-10,Netflix,Expense,514.05
2023-12-23,McDonald's,Expense,875.29
2024-04-05,Apple Store,Expense,780.36
2022-04-24,Salary Deposit,Income,781.63
2023-04-16,Misc Income,Income,512.61
2023-05-19,Internet Provider,Expense,875.61
2024-11-30,Salary Deposit,Income,221.7
2023-02-23,Netflix,Expense,732.97
2023-03-08,Salary Deposit,Income,673.07
2022-10-19,Salary Deposit,Income,212.96
2022-12-10,Phone Company,Expense,17.58
2022-10-27,Costco,Expense,963.62
2024-10-14,Salary Deposit,Income,166.82
2023-09-28,Netflix,Expense,829.13
2022-07-14,Salary Deposit,Income,466.47
2022-11-06,Starbucks,Expense,372.28
2024-11-12,Salary Deposit,Income,686.23
2023-01-12,Starbucks,Expense,556.17
2023-11-19,Salary Deposit,Income,934.35
2023-09-27,Spotify,Expense,969.87
2022-09-07,Car Insurance,Expense,617.71
2022-03-23,Health Insurance,Expense,873.16
2022-08-20,Costco,Expense,838.86
2024-11-16,Salary Deposit,Income,449.56
2022-02-02,Car Insurance,Expense,226.22
2022-05-31,Salary Deposit,Income,375.17
2023-01-19,Gym Membership,Expense,129.98
2024-09-13,Salary Deposit,Income,915.04
2022-05-05,Target,Expense,205.89
2024-03-26,Salary Deposit,Income,34.21
2024-03-04,Salary Deposit,Income,433.06
2022-02-23,Health Insurance,Expense,204.77
2022-05-24,Salary Deposit,Income,185.25
2024-05-02,Salary Deposit,Income,805.4
2023-09-21,Costco,Expense,304.23
2024-11-04,Salary Deposit,Income,731.19
2022-08-13,Phone Company,Expense,753.05
2022-01-13,Salary Deposit,Income,909.41
2023-07-28,Misc Income,Income,462.64
2023-06-15,Salary Deposit,Income,972.97
2024-05-23,Misc Income,Income,133.46
2024-07-26,Misc Income,Income,299.26
2022-06-12,Best Buy,Expense,677.3
2023-06-14,Misc Income,Income,4.74
2024-02-28,Salary Deposit,Income,847.67
2024-02-03,Salary Deposit,Income,801.15
2024-07-21,Salary Deposit,Income,434.56
2024-08-16,Salary Deposit,Income,330.8
2022-10-18,Electric Company,Expense,616.68
2023-01-31,Salary Deposit,Income,870.06
2023-05-05,McDonald's,Expense,618.54
2022-10-12,Misc Income,Income,626.75
2024-12-15,Misc Income,Income,999.53
2022-12-28,Car Insurance,Expense,768.36
2022-10-01,Salary Deposit,Income,386.03
2023-11-23,Rent Payment,Expense,747.58
2023-07-02,Walgreens,Expense,952.18
2022-01-29,Apple Store,Expense,204.25
2024-10-26,Apple Store,Expense,2.57
2024-07-20,Apple Store,Expense,648.77
2022-06-23,Apple Store,Expense,932.96
2023-07-03,Netflix,Expense,432.91
2023-06-18,Salary Deposit,Income,717.47
2023-04-19,Salary Deposit,Income,750.83
2022-03-01,Home Depot,Expense,942.54
2022-12-07,Electric Company,Expense,658.25
2023-04-20,Rent Payment,Expense,196.04
2022-07-07,Salary Deposit,Income,248.39
2023-08-27,Salary Deposit,Income,353.41
2023-07-17,Misc Income,Income,664.78
2023-01-23,Electric Company,Expense,76.4
2023-07-13,Costco,Expense,239.04
2023-03-08,Best Buy,Expense,602.77
2024-12-19,Best Buy,Expense,993.35
2024-08-26,Home Depot,Expense,531.67
2023-02-07,Salary Deposit,Income,820.41
2024-12-29,Misc Income,Income,360.19
2023-10-19,Health Insurance,Expense,447.73
2022-02-14,Electric Company,Expense,654.74
2024-06-07,Salary Deposit,Income,158.89
2022-09-29,Salary Deposit,Income,763.53
2022-12-10,Rent Payment,Expense,544.51
2022-01-19,Kroger,Expense,218.45
2023-11-04,Salary Deposit,Income,291.72
2024-09-25,Salary Deposit,Income,85.36
2022-08-14,McDonald's,Expense,520.7
2023-05-28,Misc Income,Income,523.74
2024-06-21,Salary Deposit,Income,753.49
2022-01-18,Apple Store,Expense,587.21
2023-12-05,Salary Deposit,Income,76.35
2023-07-01,Salary Deposit,Income,259.98
2022-06-08,Salary Deposit,Income,789.3
2024-08-29,Best Buy,Expense,206.92
2024-01-18,Internet Provider,Expense,28.29
2024-04-14,Salary Deposit,Income,765.77
2022-11-01,Salary Deposit,Income,206.64
2023-08-22,Misc Income,Income,380.5
2024-09-29,CVS Pharmacy,Expense,711.59
2022-08-06,Walmart,Expense,707.03
2023-02-28,Walgreens,Expense,581.34
2023-08-12,Best Buy,Expense,961.37
2023-03-11,Misc Income,Income,718.77
2024-02-13,Car Insurance,Expense,488.02
2023-03-26,Costco,Expense,492.79
2022-03-03,Walgreens,Expense,988.97
2022-04-07,CVS Pharmacy,Expense,379.35
2024-07-14,Salary Deposit,Income,544.46
2024-12-25,Salary Deposit,Income,325.57
2023-04-30,Salary Deposit,Income,869.07
2023-03-16,Salary Deposit,Income,182.25
2024-08-03,Salary Deposit,Income,739.73
2022-03-04,Amazon,Expense,6.33
2022-01-29,Salary Deposit,Income,446.14
2024-11-23,Salary Deposit,Income,831.68
2022-11-26,Salary Deposit,Income,838.83
2023-02-22,Walgreens,Expense,72.17
2024-11-11,Salary Deposit,Income,383.84
2024-10-19,Water Utility,Expense,316.32
2024-10-28,Car Insurance,Expense,478.12
2024-08-27,Salary Deposit,Income,569.82
2024-06-26,Walgreens,Expense,944.43
2023-02-23,Salary Deposit,Income,996.15
2024-01-30,Rent Payment,Expense,950.59
2022-03-17,Water Utility,Expense,86.3
2024-03-28,Internet Provider,Expense,18.13
2024-11-01,Spotify,Expense,563.38
2022-11-28,Misc Income,Income,184.98
2022-12-31,Apple Store,Expense,889.99
2023-07-02,Salary Deposit,Income,865.99
2022-07-19,Salary Deposit,Income,495.12
2023-08-23,Salary Deposit,Income,169.23
2022-04-15,Salary Deposit,Income,974.3
2023-04-13,Starbucks,Expense,246.06
2023-04-15,Costco,Expense,288.49
2024-06-01,Uber,Expense,382.05
2022-07-12,Health Insurance,Expense,449.19
2023-02-03,Kroger,Expense,125.29
2024-04-16,Salary Deposit,Income,489.53
2022-07-07,Car Insurance,Expense,889.97
2023-01-15,McDonald's,Expense,885.02
2024-09-21,Amazon,Expense,973.56
2022-04-06,Salary Deposit,Income,543.34
2023-08-24,Shell Gas,Expense,19.51
2023-07-17,Car Insurance,Expense,813.19
2022-06-02,Apple Store,Expense,376.2
2022-06-01,Misc Income,Income,472.61
2022-04-17,Salary Deposit,Income,27.52
2024-03-23,Salary Deposit,Income,135.43
2022-06-10,CVS Pharmacy,Expense,626.15
2023-09-09,Netflix,Expense,930.25
2023-11-17,Water Utility,Expense,610.19
2023-02-03,Salary Deposit,Income,668.3
2024-10-08,Apple Store,Expense,867.93
2022-05-08,Kroger,Expense,777.72
2022-03-16,McDonald's,Expense,379.41
2024-03-27,Misc Income,Income,866.84
2022-03-27,Salary Deposit,Income,154.0
2023-06-06,Netflix,Expense,860.88
2023-02-28,Uber,Expense,896.94
2024-10-31,Misc Income,Income,641.75
2024-03-23,Salary Deposit,Income,228.49
2023-01-22,Misc Income,Income,985.08
2023-03-16,Rent Payment,Expense,638.69
2023-08-06,Salary Deposit,Income,502.31
2023-11-11,Salary Deposit,Income,917.48
2024-11-28,Shell Gas,Expense,344.2
2024-10-04,Gym Membership,Expense,463.27
2023-09-15,McDonald's,Expense,186.84
2024-10-14,Salary Deposit,Income,676.63
2023-10-29,Salary Deposit,Income,141.18
2022-11-08,Salary Deposit,Income,122.34
2022-06-07,Target,Expense,499.33
2023-05-08,Misc Income,Income,55.61
2023-09-10,Spotify,Expense,773.57
2023-12-12,Target,Expense,867.84
2023-11-07,Salary Deposit,Income,931.17
2022-05-16,Netflix,Expense,358.53
2023-10-04,Netflix,Expense,303.26
2022-04-27,Salary Deposit,Income,138.18
2024-11-17,Amazon,Expense,820.64
2023-01-14,Shell Gas,Expense,241.33
2023-01-23,Salary Deposit,Income,215.33
2022-10-23,Electric Company,Expense,991.75
2024-06-21,Misc Income,Income,667.02
2024-04-14,Gym Membership,Expense,366.52
2023-03-05,CVS Pharmacy,Expense,415.12
2022-11-15,Salary Deposit,Income,490.42
2023-08-19,Misc Income,Income,437.9
2023-03-12,Costco,Expense,59.11
2024-06-06,Rent Payment,Expense,907.67
2022-09-19,Walgreens,Expense,612.44
2023-12-26,Salary Deposit,Income,257.78
2022-09-15,Internet Provider,Expense,605.19
2023-03-29,Best Buy,Expense,557.83
2023-06-10,Salary Deposit,Income,36.95
2022-08-22,Phone Company,Expense,509.85
2023-08-22,Costco,Expense,522.86
2022-12-08,Health Insurance,Expense,735.69
2024-12-03,Walmart,Expense,949.96
2024-01-26,Salary Deposit,Income,406.97
2023-03-08,Salary Deposit,Income,353.22
2023-10-11,Misc Income,Income,894.76
2024-10-30,Salary Deposit,Income,748.67
2024-03-01,Salary Deposit,Income,476.14
2023-01-28,Target,Expense,822.96
2022-09-13,Misc Income,Income,215.41
2024-09-10,Uber,Expense,117.13
2024-04-18,Salary Deposit,Income,159.91
2024-11-25,Costco,Expense,802.06
2024-07-07,Shell Gas,Expense,530.58
2023-08-09,Salary Deposit,Income,859.72
2023-01-05,Salary Deposit,Income,348.9
2024-01-28,Misc Income,Income,418.56
2024-10-09,Phone Company,Expense,512.18
2023-02-20,Amazon,Expense,272.82
2023-06-16,McDonald's,Expense,312.31
2022-12-14,Home Depot,Expense,21.53
2022-09-26,Salary Deposit,Income,534.89
2022-08-18,Misc Income,Income,183.99
2023-11-10,Kroger,Expense,340.1
2023-04-24,Uber,Expense,366.58
2023-07-06,Shell Gas,Expense,222.87
2022-03-15,Phone Company,Expense,626.08
2023-04-09,Shell Gas,Expense,554.37
2022-03-25,McDonald's,Expense,831.5
2023-11-13,Spotify,Expense,933.54
2024-01-05,Uber,Expense,5.1
2022-12-27,Salary Deposit,Income,6.03
2023-06-21,Home Depot,Expense,964.58
2022-03-20,Phone Company,Expense,659.01
2023-05-16,Salary Deposit,Income,828.47
2024-01-19,Apple Store,Expense,167.39
2022-10-31,Salary Deposit,Income,538.13
2022-02-21,Target,Expense,536.8
2022-10-21,Misc Income,Income,540.67
2024-07-01,Phone Company,Expense,664.3
2024-04-10,Internet Provider,Expense,632.99
2024-05-11,Uber,Expense,82.18
2022-06-04,Home Depot,Expense,104.92
2023-09-23,Salary Deposit,Income,381.6
2022-12-28,Salary Deposit,Income,761.31
2022-07-23,Salary Deposit,Income,763.63
2023-11-29,McDonald's,Expense,70.98
2024-07-11,Amazon,Expense,864.17
2023-11-02,Salary Deposit,Income,501.06
2024-04-26,Costco,Expense,153.23
2022-06-19,Apple Store,Expense,685.76
2024-08-23,Salary Deposit,Income,24.49
2022-10-05,Starbucks,Expense,696.53
2022-12-29,Salary Deposit,Income,869.12
2024-02-15,Salary Deposit,Income,733.36
2024-10-28,Gym Membership,Expense,940.83
2024-10-03,Water Utility,Expense,164.44
2022-08-28,Starbucks,Expense,120.58
2023-03-29,Electric Company,Expense,933.26
2024-04-13,Amazon,Expense,432.81
2022-09-20,Salary Deposit,Income,895.03
2024-04-25,CVS Pharmacy,Expense,164.15
2024-04-04,Kroger,Expense,618.07
2023-06-27,Salary Deposit,Income,318.04
2024-12-29,Salary Deposit,Income,843.06
2022-11-08,Salary Deposit,Income,544.87
2023-12-28,Misc Income,Income,25.0
2023-09-03,CVS Pharmacy,Expense,247.47
2022-11-07,Salary Deposit,Income,335.55
2024-07-27,McDonald's,Expense,732.51
2022-08-12,Salary Deposit,Income,297.15
2024-02-10,Misc Income,Income,994.28
2023-08-14,Salary Deposit,Income,414.04
2023-02-03,Home Depot,Expense,818.7
2024-04-23,Gym Membership,Expense,680.47
2022-12-03,Phone Company,Expense,104.35
2023-06-21,Misc Income,Income,495.35
2023-08-17,Salary Deposit,Income,765.43
2024-09-27,Salary Deposit,Income,587.63
2023-01-10,Salary Deposit,Income,976.62
2022-04-11,Salary Deposit,Income,310.09
2024-01-11,Walmart,Expense,82.44
2023-07-19,Salary Deposit,Income,813.88
2023-01-09,Salary Deposit,Income,62.31
2022-12-16,Kroger,Expense,187.3
2023-02-18,CVS Pharmacy,Expense,909.17
2023-12-01,Kroger,Expense,391.34
2022-10-26,McDonald's,Expense,56.07
2022-08-30,Uber,Expense,696.67
2022-03-28,Walmart,Expense,987.53
2023-03-07,Salary Deposit,Income,749.72
2024-03-05,Salary Deposit,Income,295.96
2024-07-08,Internet Provider,Expense,163.22
2024-10-28,Uber,Expense,889.88
2023-05-31,Home Depot,Expense,698.52
2024-12-28,McDonald's,Expense,77.16
2023-03-13,Salary Deposit,Income,365.31
2024-09-26,Salary Deposit,Income,168.99
2023-05-07,Starbucks,Expense,476.31
2022-08-16,Walgreens,Expense,355.74
2022-02-07,Internet Provider,Expense,305.5
2022-07-15,Target,Expense,624.85
2022-03-21,Salary Deposit,Income,925.37
2023-05-28,McDonald's,Expense,199.0
2022-10-08,Rent Payment,Expense,846.9
2024-07-28,Amazon,Expense,466.68
2024-07-23,Salary Deposit,Income,430.33
2023-03-01,Salary Deposit,Income,497.74
2022-04-07,Salary Deposit,Income,894.39
2023-07-19,Uber,Expense,817.33
2023-01-26,Misc Income,Income,29.68
2024-09-24,Salary Deposit,Income,613.63
2023-07-14,Spotify,Expense,483.98
2022-12-28,Salary Deposit,Income,102.02
2022-01-27,Salary Deposit,Income,69.04
2022-01-20,Health Insurance,Expense,974.33
2023-01-21,Salary Deposit,Income,962.84
2024-04-27,Salary Deposit,Income,830.74
2024-10-21,Salary Deposit,Income,774.39
2023-08-24,Salary Deposit,Income,841.21
2024-10-24,Salary Deposit,Income,900.38
2024-06-23,Misc Income,Income,499.5
2022-09-11,Salary Deposit,Income,304.43
2023-10-02,Costco,Expense,414.23
2024-05-29,Misc Income,Income,111.76
2022-12-28,Phone Company,Expense,309.85
2023-05-07,Misc Income,Income,422.88
2024-12-23,Salary Deposit,Income,667.69
2023-12-25,Salary Deposit,Income,409.27
2023-07-23,Salary Deposit,Income,628.18
2022-12-18,Walgreens,Expense,358.37
2022-12-27,Salary Deposit,Income,89.1
2022-08-03,Phone Company,Expense,455.79
2024-10-10,Starbucks,Expense,716.04
2023-08-07,Misc Income,Income,909.2
2022-05-12,Salary Deposit,Income,893.45
2022-01-27,Salary Deposit,Income,860.69
2024-08-26,Misc Income,Income,342.36
2024-01-01,Salary Deposit,Income,898.6
2023-09-05,Salary Deposit,Income,65.45
2024-06-21,Salary Deposit,Income,941.26
2024-05-13,Salary Deposit,Income,889.57
2024-10-04,Starbucks,Expense,928.39
2023-06-21,Salary Deposit,Income,963.09
2023-11-30,Salary Deposit,Income,314.18
2022-01-19,Costco,Expense,486.97
2023-05-26,Salary Deposit,Income,296.8
2024-08-24,Salary Deposit,Income,535.13
2024-11-08,Amazon,Expense,114.54
2024-12-23,Salary Deposit,Income,942.3
2023-01-25,Salary Deposit,Income,881.16
2023-10-21,Misc Income,Income,617.15
2022-12-26,Starbucks,Expense,627.45
2023-05-03,CVS Pharmacy,Expense,433.84
2022-02-07,Phone Company,Expense,708.94
2023-02-26,Misc Income,Income,562.77
2022-12-25,Salary Deposit,Income,781.36
2024-08-14,Salary Deposit,Income,586.82
2022-09-11,CVS Pharmacy,Expense,48.01
2022-06-06,Salary Deposit,Income,297.58
2024-09-28,Salary Deposit,Income,827.78
2022-09-23,Internet Provider,Expense,452.05
2023-12-25,Kroger,Expense,981.02
2024-10-23,Salary Deposit,Income,672.6
2024-10-16,Phone Company,Expense,162.44
2022-05-31,Salary Deposit,Income,470.82
2024-01-22,Salary Deposit,Income,935.07
2024-02-03,Kroger,Expense,909.19
2022-01-30,Misc Income,Income,368.44
2022-09-01,Salary Deposit,Income,830.3
2022-07-21,Health Insurance,Expense,307.14
2023-10-11,McDonald's,Expense,350.73
2022-05-24,Salary Deposit,Income,462.86
2023-10-18,Misc Income,Income,746.21
2023-11-15,Misc Income,Income,244.47
2024-03-10,Salary Deposit,Income,733.72
2023-05-22,Salary Deposit,Income,275.86
2023-02-10,Kroger,Expense,174.71
2023-08-11,Health Insurance,Expense,970.59
2024-05-20,Health Insurance,Expense,189.09
2024-06-29,Phone Company,Expense,789.3
2023-04-15,Salary Deposit,Income,369.83
2023-05-04,Salary Deposit,Income,803.23
2023-08-04,Uber,Expense,888.56
2023-04-14,Uber,Expense,46.93
2024-08-22,Salary Deposit,Income,96.11
2022-05-16,Amazon,Expense,693.15
2022-03-14,Best Buy,Expense,762.27
2023-11-06,Walmart,Expense,321.97
2022-11-27,Car Insurance,Expense,266.56
2024-04-27,Target,Expense,271.0
2023-12-19,Salary Deposit,Income,119.23
2023-04-22,Misc Income,Income,296.6
2022-09-29,Spotify,Expense,744.05
2024-04-21,Shell Gas,Expense,380.24
2022-01-30,Misc Income,Income,3.71
2023-04-14,Misc Income,Income,282.78
2022-10-02,Salary Deposit,Income,845.8
2024-11-09,Salary Deposit,Income,989.18
2022-07-28,Apple Store,Expense,506.61
2024-06-14,Misc Income,Income,965.79
2022-08-01,Salary Deposit,Income,458.41
2024-04-11,Spotify,Expense,135.68
2022-05-04,Internet Provider,Expense,256.37
2022-01-27,Salary Deposit,Income,464.88
2023-03-24,Salary Deposit,Income,409.95
2022-07-05,Rent Payment,Expense,373.99
2023-07-07,Salary Deposit,Income,997.29
2022-07-30,Misc Income,Income,204.91
2022-12-01,Costco,Expense,695.38
2024-07-16,Kroger,Expense,933.3
2024-08-18,Salary Deposit,Income,427.94
2023-01-24,Misc Income,Income,20.97
2023-07-08,Salary Deposit,Income,442.19
2023-06-25,Salary Deposit,Income,413.21
2024-03-21,Netflix,Expense,791.52
2022-09-04,Health Insurance,Expense,79.8
2022-07-29,Walgreens,Expense,853.72
2023-01-01,Uber,Expense,348.61
2023-11-02,Salary Deposit,Income,885.42
2022-08-08,Salary Deposit,Income,757.3
2023-03-04,Salary Deposit,Income,31.57
2022-04-07,Salary Deposit,Income,570.18
2022-11-18,Misc Income,Income,154.73
2024-01-17,Salary Deposit,Income,725.18
2024-07-28,CVS Pharmacy,Expense,81.9
2024-12-14,Salary Deposit,Income,492.48
2022-08-31,Salary Deposit,Income,808.87
2023-06-28,Salary Deposit,Income,395.88
2023-10-10,McDonald's,Expense,499.14
2022-11-27,Costco,Expense,630.27
2022-11-20,Misc Income,Income,57.63
2024-04-24,Electric Company,Expense,121.31
2024-12-25,Salary Deposit,Income,806.92
2023-02-15,Starbucks,Expense,776.72
2023-07-20,Misc Income,Income,436.67
2022-01-07,Salary Deposit,Income,73.04
2022-08-11,Salary Deposit,Income,105.97
2023-04-13,Salary Deposit,Income,554.71
2023-01-29,Salary Deposit,Income,203.33
2023-08-07,Walmart,Expense,900.19
2023-03-12,Salary Deposit,Income,608.77
2024-09-25,Misc Income,Income,535.84
2022-12-07,Phone Company,Expense,887.03
2024-04-03,Rent Payment,Expense,953.31
2023-07-20,Salary Deposit,Income,771.66
2022-05-28,Salary Deposit,Income,460.19
2023-03-18,Gym Membership,Expense,950.78
2024-05-10,Spotify,Expense,827.71
2022-10-22,Car Insurance,Expense,627.94
2022-08-04,Salary Deposit,Income,105.54
2023-01-26,Salary Deposit,Income,438.46
2023-01-01,Salary Deposit,Income,986.4
2022-03-23,Water Utility,Expense,974.84
2022-12-13,Salary Deposit,Income,758.54
2022-04-27,Misc Income,Income,873.28
2024-04-13,Costco,Expense,63.32
2024-02-21,Misc Income,Income,24.05
2022-08-10,Salary Deposit,Income,795.81
2024-03-09,Shell Gas,Expense,49.0
2024-01-09,Salary Deposit,Income,513.55
2024-06-13,Misc Income,Income,686.36
2024-12-27,Salary Deposit,Income,481.79
2023-05-12,Rent Payment,Expense,255.59
2023-12-11,Misc Income,Income,223.33
2022-03-14,Salary Deposit,Income,333.96
2022-12-05,CVS Pharmacy,Expense,288.04
2023-03-21,Salary Deposit,Income,984.89
2022-11-14,Salary Deposit,Income,254.98
2023-12-09,Salary Deposit,Income,675.9
2022-11-09,Internet Provider,Expense,435.6
2023-01-09,Salary Deposit,Income,655.23
2024-07-11,Salary Deposit,Income,426.28
2023-12-04,Salary Deposit,Income,905.25
2024-12-16,Salary Deposit,Income,608.33
2023-04-21,Apple Store,Expense,809.53
2022-04-08,Misc Income,Income,568.25
2022-05-30,Spotify,Expense,908.4
2024-08-22,Spotify,Expense,983.62
2022-05-08,Home Depot,Expense,369.71
2022-02-18,Salary Deposit,Income,868.39
2024-08-23,Salary Deposit,Income,818.58
2024-07-29,Kroger,Expense,191.71
2023-05-24,McDonald's,Expense,760.04
2022-07-31,Shell Gas,Expense,223.69
2024-12-16,Misc Income,Income,109.86
2024-01-07,Salary Deposit,Income,187.68
2022-07-20,Salary Deposit,Income,841.03
2024-03-01,Starbucks,Expense,211.83
2023-11-27,Costco,Expense,984.15
2022-11-29,Salary Deposit,Income,126.92
2023-11-24,Salary Deposit,Income,390.97
2023-01-27,Salary Deposit,Income,863.41
2024-04-18,Misc Income,Income,613.36
2022-02-16,Misc Income,Income,849.32
2024-03-11,Salary Deposit,Income,600.48
2023-12-12,Salary Deposit,Income,483.53
2022-05-18,Netflix,Expense,714.24
2022-02-24,Salary Deposit,Income,82.23
2023-03-05,Car Insurance,Expense,544.04
2022-04-16,Misc Income,Income,900.56
2024-06-21,Salary Deposit,Income,378.7
2024-04-22,Netflix,Expense,592.61
2023-03-24,Salary Deposit,Income,866.31
2024-02-10,Misc Income,Income,738.09
2023-09-01,Health Insurance,Expense,572.26
